,train_loss,val_loss
0,657.3621629284274,665.7532806396484
1,655.8214150705645,660.5631256103516
2,653.4128555790071,659.1766891479492
3,649.7631402784779,650.0876617431641
4,642.8510003858997,635.6464080810547
5,632.1483823714718,613.4920349121094
6,616.5693221553679,589.6433029174805
7,599.7657687279486,570.0025787353516
8,582.5997757450227,548.4742012023926
9,567.2071159116683,535.30712890625
