x,y,dx,dy,dx_1,dy_1,dx_2,dy_2,dx_3,dy_3,dx_4,dy_4,dx_5,dy_5,dx_6,dy_6,dx_7,dy_7,dx_8,dy_8,dx_9,dy_9,dx_10,dy_10,dx_true,dy_true
883.0,571.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,6.0,62.64886779986351,49.750571488126894
887.0,573.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,62.46950475544243,49.975603804353945
892.0,575.0,8.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,62.15731435448277,50.363362400042455
900.0,578.0,7.0,3.0,8.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,61.592477226030354,51.0525880750519
907.0,581.0,6.0,1.0,7.0,3.0,8.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,61.12239326775209,51.61446542610176
913.0,582.0,7.0,2.0,6.0,1.0,7.0,3.0,8.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,60.42074158372699,52.43409183415389
920.0,584.0,6.0,2.0,7.0,2.0,6.0,1.0,7.0,3.0,8.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,59.69403588085211,53.259948181119555
926.0,586.0,6.0,3.0,6.0,2.0,7.0,2.0,6.0,1.0,7.0,3.0,8.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,59.07883951425007,53.941549121706586
932.0,589.0,4.0,2.0,6.0,3.0,6.0,2.0,7.0,2.0,6.0,1.0,7.0,3.0,8.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,58.61000992434584,54.45058986519872
936.0,591.0,5.0,2.0,4.0,2.0,6.0,3.0,6.0,2.0,7.0,2.0,6.0,1.0,7.0,3.0,8.0,3.0,5.0,2.0,4.0,2.0,3.0,1.0,58.27865580409461,54.805093537625396
941.0,593.0,3.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,6.0,2.0,7.0,2.0,6.0,1.0,7.0,3.0,8.0,3.0,5.0,2.0,4.0,2.0,57.742589717801955,55.3696065787142
944.0,595.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,6.0,2.0,7.0,2.0,6.0,1.0,7.0,3.0,8.0,3.0,5.0,2.0,57.565987870545676,55.55319109185527
948.0,598.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,6.0,2.0,7.0,2.0,6.0,1.0,7.0,3.0,8.0,3.0,57.38824574318889,55.73678543403237
952.0,602.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,6.0,2.0,7.0,2.0,6.0,1.0,7.0,3.0,57.41270629059797,55.71158906717284
957.0,606.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,6.0,2.0,7.0,2.0,6.0,1.0,57.22497700019726,55.904400607885016
962.0,611.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,6.0,2.0,7.0,2.0,57.25138712845901,55.87735383737599
968.0,617.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,6.0,2.0,57.28602634901824,55.841840810807696
976.0,625.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,6.0,3.0,57.338074472728415,55.7883967842763
983.0,632.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,4.0,2.0,57.39022985781379,55.73474245806917
989.0,640.0,8.0,9.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,58.0295143263623,55.06882481991524
997.0,649.0,5.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,58.48442145942953,54.585460028800895
1002.0,657.0,4.0,5.0,5.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,59.637651601156165,53.323076725739625
1006.0,662.0,4.0,6.0,4.0,5.0,5.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0,60.16010357706371,52.73293029594474
1010.0,668.0,2.0,4.0,4.0,6.0,4.0,5.0,5.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,4.0,61.13108902434459,51.60416605951167
1012.0,672.0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,5.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,5.0,5.0,62.063799898687535,50.47855725093253
1013.0,677.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,5.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,63.79251084818529,48.275413614842925
1014.0,680.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,5.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,8.0,8.0,64.73721384738111,47.00099087549588
1015.0,684.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,5.0,8.0,8.0,9.0,6.0,8.0,7.0,7.0,66.1370303968703,45.009923464536726
1017.0,688.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,5.0,8.0,8.0,9.0,6.0,8.0,67.29427803012429,43.2606073050799
1018.0,692.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,5.0,8.0,8.0,9.0,68.77470203398482,40.8661272955562
1021.0,696.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,5.0,8.0,66.00000000000001,37.0
1024.0,700.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,6.0,4.0,5.0,63.0,33.0
1026.0,702.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,6.0,61.00000000000001,31.0
1027.0,703.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,59.99999999999999,29.999999999999996
1029.0,703.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,5.0,58.00000000000001,30.000000000000004
1030.0,704.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,1.0,3.0,57.0,28.999999999999996
1031.0,704.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,4.0,56.0,29.000000000000004
1032.0,704.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,2.0,4.0,55.0,29.0
1033.0,704.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,54.0,29.000000000000004
1036.0,704.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,0.0,0.0
1038.0,704.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,0.0,0.0
1041.0,704.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0
1043.0,704.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0
1045.0,704.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
1046.0,704.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1047.0,704.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1049.0,705.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1051.0,706.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
1056.0,708.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
1061.0,710.0,7.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
1068.0,713.0,7.0,1.0,7.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
1075.0,714.0,8.0,2.0,7.0,1.0,7.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
1083.0,716.0,7.0,1.0,8.0,2.0,7.0,1.0,7.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1090.0,717.0,6.0,1.0,7.0,1.0,8.0,2.0,7.0,1.0,7.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1096.0,718.0,4.0,0.0,6.0,1.0,7.0,1.0,8.0,2.0,7.0,1.0,7.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
1100.0,718.0,3.0,1.0,4.0,0.0,6.0,1.0,7.0,1.0,8.0,2.0,7.0,1.0,7.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0
1103.0,719.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,1.0,7.0,1.0,8.0,2.0,7.0,1.0,7.0,3.0,5.0,2.0,5.0,2.0,2.0,1.0,0.0,0.0
1104.0,719.0,-1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,1.0,7.0,1.0,8.0,2.0,7.0,1.0,7.0,3.0,5.0,2.0,5.0,2.0,0.0,0.0
1103.0,719.0,-2.0,0.0,-1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,1.0,7.0,1.0,8.0,2.0,7.0,1.0,7.0,3.0,5.0,2.0,0.0,0.0
1101.0,719.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,1.0,7.0,1.0,8.0,2.0,7.0,1.0,7.0,3.0,0.0,0.0
1098.0,719.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,1.0,7.0,1.0,8.0,2.0,7.0,1.0,0.0,0.0
1095.0,720.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,1.0,7.0,1.0,8.0,2.0,0.0,0.0
1093.0,720.0,-3.0,2.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,1.0,7.0,1.0,0.0,0.0
1090.0,722.0,-2.0,1.0,-3.0,2.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,6.0,1.0,0.0,0.0
1088.0,723.0,-1.0,1.0,-2.0,1.0,-3.0,2.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0
1087.0,724.0,-1.0,1.0,-1.0,1.0,-2.0,1.0,-3.0,2.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0
1086.0,725.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-2.0,1.0,-3.0,2.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
1086.0,725.0,0.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-2.0,1.0,-3.0,2.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,-1.0,0.0,0.0,0.0
1086.0,727.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-2.0,1.0,-3.0,2.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,0.0,0.0
1086.0,727.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-2.0,1.0,-3.0,2.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-37.287653566916106,-70.77874604338261
1086.0,728.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-2.0,1.0,-3.0,2.0,-2.0,0.0,-3.0,1.0,-37.231811736093114,-70.80813650173346
1086.0,729.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-2.0,1.0,-3.0,2.0,-2.0,0.0,-37.17611388466076,-70.8373951838627
1086.0,728.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-2.0,1.0,-3.0,2.0,-37.231811736093114,-70.80813650173346
1084.0,726.0,-3.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-2.0,1.0,-37.13072363847197,-70.86119785950149
1081.0,722.0,-4.0,-5.0,-3.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-37.03340271330483,-70.91210815843925
1077.0,717.0,-7.0,-8.0,-4.0,-5.0,-3.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-1.0,1.0,-36.88202229595378,-70.99096020875311
1070.0,709.0,-6.0,-6.0,-7.0,-8.0,-4.0,-5.0,-3.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-36.56550932019075,-71.15450462307389
1064.0,703.0,-9.0,-9.0,-6.0,-6.0,-7.0,-8.0,-4.0,-5.0,-3.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,-36.23465774555554,-71.32355556239784
1055.0,694.0,-10.0,-9.0,-9.0,-9.0,-6.0,-6.0,-7.0,-8.0,-4.0,-5.0,-3.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,-35.71852070868986,-71.58342879733335
1045.0,685.0,-13.0,-11.0,-10.0,-9.0,-9.0,-9.0,-6.0,-6.0,-7.0,-8.0,-4.0,-5.0,-3.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,0.0,1.0,-35.05617977528089,-71.91011235955057
1032.0,674.0,-13.0,-9.0,-13.0,-11.0,-10.0,-9.0,-9.0,-9.0,-6.0,-6.0,-7.0,-8.0,-4.0,-5.0,-3.0,-4.0,-2.0,-2.0,0.0,-1.0,0.0,1.0,-34.100913478340885,-72.36800190652433
1019.0,665.0,-16.0,-11.0,-13.0,-9.0,-13.0,-11.0,-10.0,-9.0,-9.0,-9.0,-6.0,-6.0,-7.0,-8.0,-4.0,-5.0,-3.0,-4.0,-2.0,-2.0,0.0,-1.0,-32.96090097611311,-72.89430023563479
1003.0,654.0,-12.0,-8.0,-16.0,-11.0,-13.0,-9.0,-13.0,-11.0,-10.0,-9.0,-9.0,-9.0,-6.0,-6.0,-7.0,-8.0,-4.0,-5.0,-3.0,-4.0,-2.0,-2.0,-31.45421802806868,-73.55699945105644
991.0,646.0,-17.0,-9.0,-12.0,-8.0,-16.0,-11.0,-13.0,-9.0,-13.0,-11.0,-10.0,-9.0,-9.0,-9.0,-6.0,-6.0,-7.0,-8.0,-4.0,-5.0,-3.0,-4.0,-30.23175979412894,-74.06781149561589
974.0,637.0,-9.0,-6.0,-17.0,-9.0,-12.0,-8.0,-16.0,-11.0,-13.0,-9.0,-13.0,-11.0,-10.0,-9.0,-9.0,-9.0,-6.0,-6.0,-7.0,-8.0,-4.0,-5.0,-28.24171856920846,-74.84921731225802
965.0,631.0,-10.0,-6.0,-9.0,-6.0,-17.0,-9.0,-12.0,-8.0,-16.0,-11.0,-13.0,-9.0,-13.0,-11.0,-10.0,-9.0,-9.0,-9.0,-6.0,-6.0,-7.0,-8.0,-27.19759457110516,-75.23490446292725
955.0,625.0,-7.0,-7.0,-10.0,-6.0,-9.0,-6.0,-17.0,-9.0,-12.0,-8.0,-16.0,-11.0,-13.0,-9.0,-13.0,-11.0,-10.0,-9.0,-9.0,-9.0,-6.0,-6.0,-25.94594594594595,-75.67567567567568
948.0,618.0,-6.0,-6.0,-7.0,-7.0,-10.0,-6.0,-9.0,-6.0,-17.0,-9.0,-12.0,-8.0,-16.0,-11.0,-13.0,-9.0,-13.0,-11.0,-10.0,-9.0,-9.0,-9.0,-25.187882663641137,-75.93135430718094
942.0,612.0,-5.0,-9.0,-6.0,-6.0,-7.0,-7.0,-10.0,-6.0,-9.0,-6.0,-17.0,-9.0,-12.0,-8.0,-16.0,-11.0,-13.0,-9.0,-13.0,-11.0,-10.0,-9.0,-24.511015710162035,-76.15254499264086
937.0,603.0,-3.0,-12.0,-5.0,-9.0,-6.0,-6.0,-7.0,-7.0,-10.0,-6.0,-9.0,-6.0,-17.0,-9.0,-12.0,-8.0,-16.0,-11.0,-13.0,-9.0,-13.0,-11.0,-24.145530765670344,-76.26921622806981
934.0,591.0,-4.0,-13.0,-3.0,-12.0,-5.0,-9.0,-6.0,-6.0,-7.0,-7.0,-10.0,-6.0,-9.0,-6.0,-17.0,-9.0,-12.0,-8.0,-16.0,-11.0,-13.0,-9.0,-24.28889340267647,-76.22368173522858
930.0,578.0,-2.0,-17.0,-4.0,-13.0,-3.0,-12.0,-5.0,-9.0,-6.0,-6.0,-7.0,-7.0,-10.0,-6.0,-9.0,-6.0,-17.0,-9.0,-12.0,-8.0,-16.0,-11.0,-24.315322622060485,-76.21525494141652
928.0,561.0,0.0,-18.0,-2.0,-17.0,-4.0,-13.0,-3.0,-12.0,-5.0,-9.0,-6.0,-6.0,-7.0,-7.0,-10.0,-6.0,-9.0,-6.0,-17.0,-9.0,-12.0,-8.0,-24.977768288422176,-76.00073086049825
928.0,543.0,-1.0,-17.0,0.0,-18.0,-2.0,-17.0,-4.0,-13.0,-3.0,-12.0,-5.0,-9.0,-6.0,-6.0,-7.0,-7.0,-10.0,-6.0,-9.0,-6.0,-17.0,-9.0,-26.168845110653308,-75.59888587522066
927.0,526.0,0.0,-17.0,-1.0,-17.0,0.0,-18.0,-2.0,-17.0,-4.0,-13.0,-3.0,-12.0,-5.0,-9.0,-6.0,-6.0,-7.0,-7.0,-10.0,-6.0,-9.0,-6.0,-27.18883539143546,-75.2380703504378
927.0,509.0,0.0,-17.0,0.0,-17.0,-1.0,-17.0,0.0,-18.0,-2.0,-17.0,-4.0,-13.0,-3.0,-12.0,-5.0,-9.0,-6.0,-6.0,-7.0,-7.0,-10.0,-6.0,-28.520518558440962,-74.74342794625909
927.0,492.0,0.0,-13.0,0.0,-17.0,0.0,-17.0,-1.0,-17.0,0.0,-18.0,-2.0,-17.0,-4.0,-13.0,-3.0,-12.0,-5.0,-9.0,-6.0,-6.0,-7.0,-7.0,-29.978407743967214,-74.17071571136715
927.0,479.0,0.0,-12.0,0.0,-13.0,0.0,-17.0,0.0,-17.0,-1.0,-17.0,0.0,-18.0,-2.0,-17.0,-4.0,-13.0,-3.0,-12.0,-5.0,-9.0,-6.0,-6.0,-31.188740616254943,-73.66995628322287
927.0,467.0,-1.0,-11.0,0.0,-12.0,0.0,-13.0,0.0,-17.0,0.0,-17.0,-1.0,-17.0,0.0,-18.0,-2.0,-17.0,-4.0,-13.0,-3.0,-12.0,-5.0,-9.0,-32.38742331205361,-73.15090437722452
926.0,456.0,0.0,-10.0,-1.0,-11.0,0.0,-12.0,0.0,-13.0,0.0,-17.0,0.0,-17.0,-1.0,-17.0,0.0,-18.0,-2.0,-17.0,-4.0,-13.0,-3.0,-12.0,-33.322399137216465,-72.72975811688111
926.0,446.0,0.0,-10.0,0.0,-10.0,-1.0,-11.0,0.0,-12.0,0.0,-13.0,0.0,-17.0,0.0,-17.0,-1.0,-17.0,0.0,-18.0,-2.0,-17.0,-4.0,-13.0,-34.4528211712409,-72.20112958494829
926.0,436.0,-2.0,-9.0,0.0,-10.0,0.0,-10.0,-1.0,-11.0,0.0,-12.0,0.0,-13.0,0.0,-17.0,0.0,-17.0,-1.0,-17.0,0.0,-18.0,-2.0,-17.0,-35.65302339316063,-71.61607307669655
924.0,427.0,-2.0,-8.0,-2.0,-9.0,0.0,-10.0,0.0,-10.0,-1.0,-11.0,0.0,-12.0,0.0,-13.0,0.0,-17.0,0.0,-17.0,-1.0,-17.0,0.0,-18.0,-36.290005928917324,-71.29540987804998
922.0,419.0,-2.0,-7.0,-2.0,-8.0,-2.0,-9.0,0.0,-10.0,0.0,-10.0,-1.0,-11.0,0.0,-12.0,0.0,-13.0,0.0,-17.0,0.0,-17.0,-1.0,-17.0,-36.835059169844904,-71.01533930042174
920.0,412.0,-2.0,-6.0,-2.0,-7.0,-2.0,-8.0,-2.0,-9.0,0.0,-10.0,0.0,-10.0,-1.0,-11.0,0.0,-12.0,0.0,-13.0,0.0,-17.0,0.0,-17.0,-37.273807747748,-70.78603856682419
918.0,406.0,-2.0,-4.0,-2.0,-6.0,-2.0,-7.0,-2.0,-8.0,-2.0,-9.0,0.0,-10.0,0.0,-10.0,-1.0,-11.0,0.0,-12.0,0.0,-13.0,0.0,-17.0,-37.592342107794636,-70.61739031464226
916.0,402.0,-1.0,-4.0,-2.0,-4.0,-2.0,-6.0,-2.0,-7.0,-2.0,-8.0,-2.0,-9.0,0.0,-10.0,0.0,-10.0,-1.0,-11.0,0.0,-12.0,0.0,-13.0,-37.62845719166378,-70.59815301674065
915.0,398.0,0.0,-2.0,-1.0,-4.0,-2.0,-4.0,-2.0,-6.0,-2.0,-7.0,-2.0,-8.0,-2.0,-9.0,0.0,-10.0,0.0,-10.0,-1.0,-11.0,0.0,-12.0,-37.94974420737485,-70.42596761560908
915.0,396.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,-2.0,-4.0,-2.0,-6.0,-2.0,-7.0,-2.0,-8.0,-2.0,-9.0,0.0,-10.0,0.0,-10.0,-1.0,-11.0,-38.25661398842335,-70.25974299796984
915.0,393.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,-2.0,-4.0,-2.0,-6.0,-2.0,-7.0,-2.0,-8.0,-2.0,-9.0,0.0,-10.0,0.0,-10.0,-38.72491081338127,-70.00272339341996
914.0,390.0,0.0,-2.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,-2.0,-4.0,-2.0,-6.0,-2.0,-7.0,-2.0,-8.0,-2.0,-9.0,0.0,-10.0,-38.91557644925536,-69.89690915642952
914.0,388.0,-1.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,-2.0,-4.0,-2.0,-6.0,-2.0,-7.0,-2.0,-8.0,-2.0,-9.0,-39.23898502108656,-69.71586659086255
913.0,385.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,-2.0,-4.0,-2.0,-6.0,-2.0,-7.0,-2.0,-8.0,-39.44100575847043,-69.60177486788898
911.0,382.0,-2.0,-5.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,-2.0,-4.0,-2.0,-6.0,-2.0,-7.0,-39.35161298726963,-69.65235498746723
909.0,377.0,-3.0,-5.0,-2.0,-5.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,-2.0,-4.0,-2.0,-6.0,-39.60404205360571,-69.50913503285902
906.0,372.0,-3.0,-4.0,-3.0,-5.0,-2.0,-5.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,-2.0,-4.0,-39.55651644385942,-69.5361920644687
903.0,368.0,-4.0,-5.0,-3.0,-4.0,-3.0,-5.0,-2.0,-5.0,-2.0,-3.0,-1.0,-3.0,0.0,-2.0,-1.0,-3.0,0.0,-3.0,0.0,-2.0,-1.0,-4.0,-39.32232151118751,-69.66889572090834
