x,y,dx,dy,dx_1,dy_1,dx_2,dy_2,dx_3,dy_3,dx_4,dy_4,dx_5,dy_5,dx_6,dy_6,dx_7,dy_7,dx_8,dy_8,dx_9,dy_9,dx_10,dy_10,dx_true,dy_true
618.0,408.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,74.68126681575612,28.68289362658244
619.0,407.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,74.61980655151166,28.84240749686089
620.0,406.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,74.55788817465029,29.002091492448333
622.0,405.0,7.0,0.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.47785587896506,29.207002305476493
629.0,405.0,10.0,0.0,7.0,0.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.35195110595055,29.526045565539928
639.0,405.0,14.0,0.0,10.0,0.0,7.0,0.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,74.16477296908721,29.993106715439673
653.0,405.0,16.0,0.0,14.0,0.0,10.0,0.0,7.0,0.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,73.8873330800014,30.670213731321333
669.0,405.0,22.0,3.0,16.0,0.0,14.0,0.0,10.0,0.0,7.0,0.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,73.54639632881234,31.479002319725122
691.0,408.0,20.0,3.0,22.0,3.0,16.0,0.0,14.0,0.0,10.0,0.0,7.0,0.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,73.19665562796936,32.283890795262906
711.0,411.0,22.0,7.0,20.0,3.0,22.0,3.0,16.0,0.0,14.0,0.0,10.0,0.0,7.0,0.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,72.86100391654551,33.03443821639987
733.0,418.0,20.0,6.0,22.0,7.0,20.0,3.0,22.0,3.0,16.0,0.0,14.0,0.0,10.0,0.0,7.0,0.0,2.0,-1.0,1.0,-1.0,1.0,-1.0,72.67923621428596,33.432448658571545
753.0,424.0,18.0,6.0,20.0,6.0,22.0,7.0,20.0,3.0,22.0,3.0,16.0,0.0,14.0,0.0,10.0,0.0,7.0,0.0,2.0,-1.0,1.0,-1.0,72.47310741874526,33.87696416550651
771.0,430.0,17.0,8.0,18.0,6.0,20.0,6.0,22.0,7.0,20.0,3.0,22.0,3.0,16.0,0.0,14.0,0.0,10.0,0.0,7.0,0.0,2.0,-1.0,72.3097447121735,34.22427237590736
788.0,438.0,16.0,8.0,17.0,8.0,18.0,6.0,20.0,6.0,22.0,7.0,20.0,3.0,22.0,3.0,16.0,0.0,14.0,0.0,10.0,0.0,7.0,0.0,72.30648010188676,34.23116906089323
804.0,446.0,13.0,7.0,16.0,8.0,17.0,8.0,18.0,6.0,20.0,6.0,22.0,7.0,20.0,3.0,22.0,3.0,16.0,0.0,14.0,0.0,10.0,0.0,72.33784447702429,34.164839475956065
817.0,453.0,10.0,7.0,13.0,7.0,16.0,8.0,17.0,8.0,18.0,6.0,20.0,6.0,22.0,7.0,20.0,3.0,22.0,3.0,16.0,0.0,14.0,0.0,72.40341915810687,34.025650533317986
827.0,460.0,9.0,6.0,10.0,7.0,13.0,7.0,16.0,8.0,17.0,8.0,18.0,6.0,20.0,6.0,22.0,7.0,20.0,3.0,22.0,3.0,16.0,0.0,72.5829513410543,33.64097463840999
836.0,466.0,6.0,4.0,9.0,6.0,10.0,7.0,13.0,7.0,16.0,8.0,17.0,8.0,18.0,6.0,20.0,6.0,22.0,7.0,20.0,3.0,22.0,3.0,72.72849324130769,33.325159727285076
842.0,470.0,4.0,4.0,6.0,4.0,9.0,6.0,10.0,7.0,13.0,7.0,16.0,8.0,17.0,8.0,18.0,6.0,20.0,6.0,22.0,7.0,20.0,3.0,72.82931819700838,33.10423554409472
846.0,474.0,2.0,4.0,4.0,4.0,6.0,4.0,9.0,6.0,10.0,7.0,13.0,7.0,16.0,8.0,17.0,8.0,18.0,6.0,20.0,6.0,22.0,7.0,73.00632166869637,32.712031370840215
848.0,478.0,3.0,5.0,2.0,4.0,4.0,4.0,6.0,4.0,9.0,6.0,10.0,7.0,13.0,7.0,16.0,8.0,17.0,8.0,18.0,6.0,20.0,6.0,73.25741079149803,32.145789212985704
851.0,483.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,4.0,6.0,4.0,9.0,6.0,10.0,7.0,13.0,7.0,16.0,8.0,17.0,8.0,18.0,6.0,73.5545018900252,31.460058037299934
854.0,489.0,4.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,4.0,6.0,4.0,9.0,6.0,10.0,7.0,13.0,7.0,16.0,8.0,17.0,8.0,73.93229259189673,30.561677180844846
858.0,496.0,4.0,6.0,4.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,4.0,6.0,4.0,9.0,6.0,10.0,7.0,13.0,7.0,16.0,8.0,74.3567665324702,29.513916562118943
862.0,502.0,5.0,8.0,4.0,6.0,4.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,4.0,6.0,4.0,9.0,6.0,10.0,7.0,13.0,7.0,74.70357771881385,28.624735387582877
867.0,510.0,5.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,4.0,6.0,4.0,9.0,6.0,10.0,7.0,75.17652545557134,27.358545656299693
872.0,517.0,6.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,4.0,6.0,4.0,9.0,6.0,75.5728472898656,26.243946968827927
878.0,523.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,4.0,6.0,4.0,75.86975182630731,25.372835036994573
883.0,527.0,2.0,2.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,4.0,4.0,76.04538306254437,24.841491800431164
885.0,529.0,3.0,1.0,2.0,2.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,3.0,6.0,3.0,5.0,2.0,4.0,76.14631691204464,24.530357126027805
888.0,530.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,3.0,6.0,3.0,5.0,76.14884462853867,24.522509287156524
889.0,531.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,3.0,6.0,76.19994822943636,24.36324875362931
891.0,532.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,76.22720245286453,24.277841877110966
893.0,533.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,8.0,4.0,6.0,76.2547546479094,24.19116354347471
895.0,534.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,6.0,6.0,5.0,7.0,5.0,8.0,76.28260908190026,24.103185508517097
897.0,534.0,5.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,6.0,6.0,5.0,7.0,76.23406240106095,24.25629258215576
902.0,534.0,7.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,6.0,6.0,76.10855918056446,24.647255820040446
909.0,534.0,9.0,0.0,7.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,5.0,4.0,75.92232719869759,25.215079471100296
918.0,534.0,10.0,0.0,9.0,0.0,7.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,75.66315315609464,25.98244127247024
928.0,534.0,11.0,0.0,10.0,0.0,9.0,0.0,7.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,75.34603554920291,26.888193078342994
939.0,534.0,12.0,0.0,11.0,0.0,10.0,0.0,9.0,0.0,7.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,74.95671173102824,27.95516708001463
951.0,534.0,12.0,0.0,12.0,0.0,11.0,0.0,10.0,0.0,9.0,0.0,7.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,74.47571628550227,29.212457680951324
963.0,534.0,13.0,0.0,12.0,0.0,12.0,0.0,11.0,0.0,10.0,0.0,9.0,0.0,7.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,73.92543963397976,30.5782500304189
976.0,534.0,11.0,0.0,13.0,0.0,12.0,0.0,12.0,0.0,11.0,0.0,10.0,0.0,9.0,0.0,7.0,0.0,5.0,0.0,2.0,0.0,2.0,1.0,73.23563239661934,32.19537462846551
987.0,534.0,11.0,1.0,11.0,0.0,13.0,0.0,12.0,0.0,12.0,0.0,11.0,0.0,10.0,0.0,9.0,0.0,7.0,0.0,5.0,0.0,2.0,0.0,72.56071741987454,33.68890451637032
998.0,535.0,10.0,2.0,11.0,1.0,11.0,0.0,13.0,0.0,12.0,0.0,12.0,0.0,11.0,0.0,10.0,0.0,9.0,0.0,7.0,0.0,5.0,0.0,71.93880709966368,34.9972575079445
1008.0,537.0,8.0,1.0,10.0,2.0,11.0,1.0,11.0,0.0,13.0,0.0,12.0,0.0,12.0,0.0,11.0,0.0,10.0,0.0,9.0,0.0,7.0,0.0,71.47230615459542,35.94035966631083
1016.0,538.0,7.0,2.0,8.0,1.0,10.0,2.0,11.0,1.0,11.0,0.0,13.0,0.0,12.0,0.0,12.0,0.0,11.0,0.0,10.0,0.0,9.0,0.0,70.94950017713276,36.96171566114102
1023.0,540.0,5.0,2.0,7.0,2.0,8.0,1.0,10.0,2.0,11.0,1.0,11.0,0.0,13.0,0.0,12.0,0.0,12.0,0.0,11.0,0.0,10.0,0.0,70.64925755659284,37.53241807693995
1028.0,542.0,4.0,1.0,5.0,2.0,7.0,2.0,8.0,1.0,10.0,2.0,11.0,1.0,11.0,0.0,13.0,0.0,12.0,0.0,12.0,0.0,11.0,0.0,70.52516061021662,37.76508600418051
1032.0,543.0,3.0,2.0,4.0,1.0,5.0,2.0,7.0,2.0,8.0,1.0,10.0,2.0,11.0,1.0,11.0,0.0,13.0,0.0,12.0,0.0,12.0,0.0,70.30269620710251,38.17762310584375
1035.0,545.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,7.0,2.0,8.0,1.0,10.0,2.0,11.0,1.0,11.0,0.0,13.0,0.0,12.0,0.0,70.37652108609016,38.041362749237926
1038.0,547.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,7.0,2.0,8.0,1.0,10.0,2.0,11.0,1.0,11.0,0.0,13.0,0.0,70.45328383714966,37.89900785722533
1039.0,548.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,7.0,2.0,8.0,1.0,10.0,2.0,11.0,1.0,11.0,0.0,70.54750923626726,37.72332091105958
1043.0,551.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,7.0,2.0,8.0,1.0,10.0,2.0,11.0,1.0,70.72759522359443,37.38458604675706
1045.0,553.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,7.0,2.0,8.0,1.0,10.0,2.0,70.92678769323638,37.005280535601585
1048.0,556.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,7.0,2.0,8.0,1.0,71.23477457568644,36.40888478312863
1052.0,559.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,7.0,2.0,71.44476675227274,35.99507332557253
1055.0,562.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,71.77707235431723,35.32777779939051
1059.0,566.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,72.23960649582972,34.37207083269317
1063.0,570.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,72.72518583154275,33.33237683945709
1066.0,573.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,73.10492388962058,32.49107728427581
1069.0,579.0,2.0,4.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,74.18803460504992,29.93552273537102
1071.0,583.0,2.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,74.90633420552356,28.089875327071336
1073.0,587.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,75.61521643744251,26.121620223843777
1074.0,591.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,76.37085490365044,23.822101529579037
1075.0,594.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,76.89499075986937,22.071710310703246
1077.0,597.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,77.34702577350117,20.431289826962576
1077.0,599.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,77.69686752784843,19.057722223811876
1078.0,601.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,4.0,4.0,77.98868052574937,17.825984120171288
1079.0,604.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,3.0,3.0,78.41731955404167,15.83426644841226
1081.0,606.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,3.0,6.0,78.64717758171557,14.649964451496034
1082.0,608.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,78.89030165329304,13.278565624811698
1085.0,611.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,79.19595949289332,11.313708498984763
1087.0,612.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,1.0,4.0,79.2764294368223,10.735349819569686
1092.0,613.0,6.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,3.0,79.31337387833398,10.458906445494591
1098.0,614.0,6.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3.0,79.3384023376366,10.267322655458855
1104.0,615.0,8.0,0.0,6.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,79.0,10.0
1112.0,615.0,8.0,0.0,8.0,0.0,6.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,71.0,10.0
1120.0,615.0,7.0,0.0,8.0,0.0,8.0,0.0,6.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,63.0,10.0
1127.0,615.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,6.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0
1134.0,615.0,6.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,6.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0
1140.0,615.0,4.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,6.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0
1144.0,615.0,3.0,0.0,4.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,6.0,1.0,6.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0
1147.0,615.0,2.0,-1.0,3.0,0.0,4.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,6.0,1.0,6.0,1.0,5.0,1.0,0.0,0.0
1149.0,614.0,2.0,0.0,2.0,-1.0,3.0,0.0,4.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0
1151.0,614.0,3.0,0.0,2.0,0.0,2.0,-1.0,3.0,0.0,4.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,6.0,1.0,0.0,0.0
1154.0,614.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,-1.0,3.0,0.0,4.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0
1156.0,614.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,-1.0,3.0,0.0,4.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0
1159.0,614.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,-1.0,3.0,0.0,4.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0
1161.0,614.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,-1.0,3.0,0.0,4.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0
1164.0,614.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,-1.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
1165.0,614.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,-1.0,3.0,0.0,4.0,0.0,0.0,0.0
1168.0,614.0,1.0,-1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,-1.0,3.0,0.0,0.0,0.0
1169.0,613.0,1.0,0.0,1.0,-1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,-1.0,0.0,0.0
1170.0,613.0,1.0,0.0,1.0,0.0,1.0,-1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
1171.0,613.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
1172.0,613.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
1173.0,613.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
1176.0,613.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,3.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
1178.0,613.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
1182.0,613.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,3.0,0.0,1.0,0.0,0.0,0.0
1185.0,613.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,3.0,0.0,0.0,0.0
1187.0,613.0,2.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0
1189.0,614.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1189.0,614.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1189.0,614.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1189.0,614.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,-66.83174171144111,-43.97178981819163
1188.0,614.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,-66.7910308752638,-44.033603016554956
1187.0,614.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,-66.75014804171796,-44.09555234271066
1186.0,614.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,-66.70909234672452,-44.15763805137431
1183.0,613.0,-2.0,0.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,-66.64743679644724,-44.25064031698942
1181.0,613.0,-5.0,-2.0,-2.0,0.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,-66.5640235470275,-44.376015698018335
1176.0,611.0,-9.0,-1.0,-5.0,-2.0,-2.0,0.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-66.47937720544051,-44.50272358380727
1167.0,610.0,-11.0,-4.0,-9.0,-1.0,-5.0,-2.0,-2.0,0.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66.15412016556225,-44.98480171258233
1156.0,606.0,-17.0,-4.0,-11.0,-4.0,-9.0,-1.0,-5.0,-2.0,-2.0,0.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-65.9233539359494,-45.322305830965234
1139.0,602.0,-23.0,-7.0,-17.0,-4.0,-11.0,-4.0,-9.0,-1.0,-5.0,-2.0,-2.0,0.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-65.3938979207584,-46.082948199192174
1116.0,595.0,-23.0,-6.0,-23.0,-7.0,-17.0,-4.0,-11.0,-4.0,-9.0,-1.0,-5.0,-2.0,-2.0,0.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-64.72528156746608,-47.01742151598951
1093.0,589.0,-27.0,-8.0,-23.0,-6.0,-23.0,-7.0,-17.0,-4.0,-11.0,-4.0,-9.0,-1.0,-5.0,-2.0,-2.0,0.0,-3.0,-1.0,-1.0,0.0,-1.0,0.0,-63.90425567809978,-48.12739455058888
1066.0,581.0,-27.0,-7.0,-27.0,-8.0,-23.0,-6.0,-23.0,-7.0,-17.0,-4.0,-11.0,-4.0,-9.0,-1.0,-5.0,-2.0,-2.0,0.0,-3.0,-1.0,-1.0,0.0,-62.89379457931637,-49.44057648748399
1039.0,574.0,-28.0,-8.0,-27.0,-7.0,-27.0,-8.0,-23.0,-6.0,-23.0,-7.0,-17.0,-4.0,-11.0,-4.0,-9.0,-1.0,-5.0,-2.0,-2.0,0.0,-3.0,-1.0,-61.646587966313504,-50.98723558020744
1011.0,566.0,-26.0,-8.0,-28.0,-8.0,-27.0,-7.0,-27.0,-8.0,-23.0,-6.0,-23.0,-7.0,-17.0,-4.0,-11.0,-4.0,-9.0,-1.0,-5.0,-2.0,-2.0,0.0,-60.217827848511554,-52.667003039920786
